(550463, 613360)
(433289, 802833)
(702833, 849813)
(111143, 646880)
(499609, 704624)
(895707, 250485)
(722566, 971632)
(956523, 208654)
(425837, 111530)
(605349, 749167)
(876294, 203989)
(200184, 650384)
(771580, 497140)
(122709, 313749)
(641549, 205391)
(206802, 269130)
(380470, 959723)
(243033, 386994)
(641912, 265242)
(105537, 387617)
(485973, 304599)
(118296, 212858)
(353827, 912995)
(818094, 779880)
(262345, 464680)
(339394, 287186)
(494205, 573979)
(272575, 868956)
(989014, 152356)
(921734, 674223)
(722662, 200278)
(351798, 345225)
(939614, 948200)
(559068, 859611)
(566289, 834894)
(376893, 505440)
(292632, 838498)
(102023, 170278)
(782875, 162515)
(583436, 157751)
(314309, 371314)
(522676, 498813)
(394458, 872072)
(395134, 535456)
(196703, 104085)
(195810, 660604)
(634054, 211084)
(788631, 645636)
(919013, 928054)
(173874, 215695)
(681914, 923043)
(211805, 507522)
(491351, 415545)
(948327, 588328)
(223168, 426083)
(998485, 997112)
(981143, 753046)
(202290, 652974)
(498220, 400934)
(174936, 404344)
(537637, 933272)
(898061, 419898)
(324240, 886768)
(256251, 406185)
(505591, 840389)
(937510, 724210)
(161246, 103373)
(305704, 864385)
(999775, 384289)
(185293, 275599)
(497155, 493690)
(506178, 632525)
(899651, 320725)
(858693, 512954)
(369097, 720498)
(218424, 680700)
(489826, 995853)
(435377, 542235)
(188941, 653725)
(897340, 479365)
(814262, 926229)
(588118, 749545)
(975660, 129555)
(757052, 722995)
(361349, 814730)
(403205, 783376)
(435034, 458058)
(364914, 180279)
(683915, 669908)
(144211, 432431)
(503754, 423762)
(682223, 376896)
(572230, 610777)
(776043, 513826)
(743692, 479126)
(823321, 441222)
(149231, 485324)
(742475, 793813)
(475340, 840537)
(708343, 146820)
(569786, 883230)
(981753, 487622)
(235161, 703657)
(183855, 225743)
(461714, 143935)
(876284, 939114)
(890590, 258323)
(267142, 337077)
(683856, 859779)
(398751, 133313)
(556528, 890919)
(600423, 974016)
(896476, 307138)
(450960, 915858)
(390279, 335951)
(791258, 447664)
(204663, 366189)
(566768, 453210)
(784671, 228507)
(649691, 291848)
(287307, 125287)
(226835, 587486)
(700163, 263291)
(458080, 295482)
(446472, 276914)
(975792, 266156)
(126514, 796747)
(588716, 276805)
(414059, 938730)
(781542, 790417)
(620783, 102396)
(497161, 984413)
(895985, 546517)
(311936, 515605)
(887942, 912415)
(544331, 336769)
(537794, 250980)
(887578, 406971)
(482622, 537313)
(415608, 431230)
(490935, 585650)
(164807, 221380)
(663363, 413697)
(477175, 338342)
(774106, 821993)
(262813, 602222)
(917962, 988951)
(541062, 313333)
(645227, 882743)
(551985, 256837)
(767081, 932862)
(188125, 685265)
(273688, 525544)
(721906, 740753)
(407889, 453891)
(953350, 594609)
(841021, 919230)
(870129, 121454)
(748743, 992608)
(897690, 654910)
(656564, 762343)
(730886, 233552)
(189881, 574950)
(726735, 683910)
(306197, 684510)
(501014, 164940)
(446162, 694979)
(490171, 105205)
(151412, 214963)
(964488, 672057)
(361859, 906895)
(158923, 796178)
(506998, 609370)
(141165, 165937)
(335612, 116122)
(459100, 757040)
(445935, 316400)
(842443, 293753)
(587208, 422802)
(920781, 509020)
(547404, 566747)
(412929, 304069)
(285554, 710741)
(552965, 429165)
(948909, 609408)
(491141, 821307)
(494840, 718885)
(937455, 574044)
(100321, 324931)
(270839, 434606)
