(504, 260)
(187, 891)
(358, 779)
(127, 355)
(773, 552)
(212, 870)
(523, 343)
(345, 184)
(615, 474)
(806, 480)
(173, 712)
(689, 750)
(857, 416)
(187, 586)
(43, 274)
(406, 530)
(230, 800)
(471, 94)
(82, 254)
(76, 377)
(350, 946)
(363, 286)
(935, 812)
(546, 931)
(198, 184)
(6, 933)
(931, 80)
(902, 266)
(689, 728)
(219, 8)
(298, 152)
(467, 538)
(930, 545)
(717, 332)
(685, 329)
(467, 618)
(297, 261)
(924, 682)
(543, 675)
(352, 867)
(820, 419)
(278, 454)
(356, 548)
(245, 661)
(988, 774)
(522, 316)
(760, 246)
(116, 759)
(886, 561)
(563, 220)
(805, 948)
(520, 368)
(321, 576)
(933, 491)
(702, 461)
(925, 529)
(556, 605)
(108, 523)
(890, 235)
(935, 152)
(658, 386)
(283, 128)
(518, 546)
(614, 333)
(932, 692)
(920, 865)
(422, 125)
(654, 240)
(498, 891)
(125, 218)
(141, 625)
(585, 506)
(495, 938)
(182, 633)
(234, 750)
(820, 585)
(928, 612)
(319, 606)
(901, 801)
(618, 811)
(372, 969)
(334, 945)
(379, 280)
(144, 838)
(708, 142)
(574, 635)
(940, 238)
(410, 853)
(66, 865)
(313, 103)
(606, 185)
(657, 690)
(491, 806)
(157, 868)
(600, 196)
(647, 44)
(485, 410)
(986, 576)
(913, 193)
(141, 641)
(817, 191)
(435, 546)
(462, 786)
(624, 542)
(354, 49)
(719, 373)
(912, 691)
(842, 441)
(501, 753)
(968, 280)
(52, 46)
(385, 463)
(858, 839)
(471, 569)
(686, 999)
(519, 614)
(251, 886)
(17, 46)
(325, 338)
(530, 710)
(900, 71)
(145, 387)
(487, 206)
(733, 489)
(355, 830)
(264, 118)
(144, 585)
(791, 129)
(258, 891)
(646, 196)
(223, 513)
(360, 147)
(76, 466)
(81, 797)
(225, 471)
(726, 572)
(269, 134)
(261, 564)
(603, 848)
(581, 743)
(817, 878)
(572, 709)
(711, 458)
(694, 473)
(696, 737)
(234, 364)
(850, 25)
(305, 200)
(465, 891)
(278, 448)
(840, 737)
(234, 502)
(158, 53)
(213, 668)
(841, 816)
(766, 22)
(413, 116)
(800, 166)
(973, 503)
(384, 438)
(990, 708)
(197, 901)
(83, 954)
(314, 221)
(671, 58)
(969, 295)
(858, 116)
(220, 327)
(269, 446)
(537, 930)
