(343, 962)
(524, 163)
(726, 210)
(76, 280)
(372, 834)
(774, 755)
(646, 350)
(979, 276)
(281, 399)
(388, 481)
(902, 992)
(486, 725)
(594, 744)
(372, 818)
(310, 236)
(315, 550)
(329, 356)
(300, 967)
(449, 913)
(3, 208)
(327, 359)
(42, 495)
(605, 706)
(381, 981)
(454, 466)
(48, 525)
(654, 947)
(517, 833)
(533, 302)
(523, 936)
(443, 77)
(14, 828)
(140, 220)
(330, 719)
(456, 847)
(933, 59)
(115, 296)
(829, 326)
(457, 685)
(39, 617)
(716, 321)
(633, 987)
(378, 462)
(517, 295)
(272, 372)
(564, 174)
(526, 994)
(446, 246)
(3, 996)
(568, 661)
(306, 764)
(118, 389)
(39, 276)
(857, 237)
(41, 717)
(624, 472)
(434, 966)
(134, 866)
(559, 383)
(577, 808)
(970, 81)
(462, 329)
(161, 786)
(576, 221)
(649, 126)
(255, 569)
(821, 181)
(759, 854)
(773, 651)
(512, 521)
(147, 939)
(755, 552)
(311, 931)
(654, 287)
(323, 802)
(526, 800)
(722, 612)
(894, 91)
(465, 850)
(300, 652)
(934, 589)
(810, 915)
(94, 81)
(280, 215)
(181, 4)
(406, 697)
(501, 732)
(735, 475)
(67, 38)
(380, 989)
(917, 903)
(629, 633)
(8, 876)
(774, 983)
(419, 860)
(239, 378)
(75, 222)
(150, 108)
(12, 442)
(674, 16)
(248, 130)
(317, 912)
(412, 503)
(519, 695)
(71, 513)
(902, 545)
(580, 80)
(37, 347)
(580, 948)
(17, 833)
(365, 231)
(57, 109)
(918, 723)
(120, 588)
(452, 55)
(416, 807)
(859, 662)
(214, 580)
(50, 706)
(400, 676)
(807, 512)
(532, 255)
(550, 545)
(61, 115)
(341, 89)
(746, 59)
(847, 468)
(723, 696)
(559, 586)
(814, 234)
(35, 890)
(367, 394)
(181, 3)
(348, 945)
(771, 877)
(640, 172)
(704, 899)
(259, 673)
(983, 360)
(104, 451)
(322, 488)
(208, 433)
(752, 613)
(395, 187)
(857, 371)
(815, 955)
(984, 763)
(1, 929)
(497, 739)
(975, 718)
(333, 434)
(674, 896)
(477, 936)
(188, 516)
(340, 14)
(356, 452)
(1, 539)
(163, 24)
(890, 21)
(511, 992)
