(312498, 901158)
(536186, 390011)
(380657, 877809)
(182711, 856387)
(559901, 355925)
(810680, 633037)
(754079, 120563)
(853112, 945833)
(532608, 125945)
(482503, 160522)
(258864, 941757)
(269535, 374543)
(935893, 959664)
(723092, 694016)
(648417, 140608)
(966408, 225494)
(244636, 211708)
(668919, 262351)
(630033, 708476)
(310486, 912492)
(554733, 873388)
(789575, 700599)
(602014, 479780)
(190275, 431873)
(349269, 367993)
(437472, 146456)
(594910, 149207)
(443005, 507084)
(479558, 495236)
(950198, 489210)
(256809, 386887)
(596988, 377994)
(787973, 437560)
(974750, 973575)
(817991, 993634)
(232650, 260265)
(216750, 341274)
(368272, 395025)
(860180, 233194)
(669088, 410884)
(252571, 638211)
(792244, 535152)
(505448, 780282)
(331158, 761318)
(100370, 270861)
(675532, 562034)
(864657, 429972)
(749432, 253835)
(288938, 305560)
(903524, 195493)
(411767, 469366)
(762344, 406270)
(973449, 294932)
(112285, 916706)
(838735, 439778)
(729649, 633651)
(619480, 410934)
(869893, 878401)
(972887, 129350)
(825318, 451202)
(955091, 862934)
(543059, 883109)
(646836, 370873)
(219705, 236534)
(305363, 970013)
(473714, 372598)
(742783, 921735)
(165501, 177107)
(697726, 522621)
(847907, 335101)
(440047, 892258)
(814015, 905537)
(211900, 291000)
(381770, 795037)
(200682, 589578)
(848786, 227190)
(256211, 462336)
(232740, 652307)
(495836, 575458)
(314128, 552897)
(372247, 501132)
(781745, 345991)
(737920, 750398)
(114922, 718867)
(290650, 766832)
(882631, 201519)
(457076, 206017)
(368465, 181096)
(712456, 884675)
(753580, 896579)
(499152, 630150)
(462387, 750433)
(209954, 328640)
(989525, 243476)
(243629, 276735)
(777909, 249856)
(644206, 389036)
(892504, 616172)
(649018, 449326)
(621022, 650325)
