(151, 373)
(878, 189)
(593, 295)
(214, 431)
(192, 935)
(665, 214)
(536, 580)
(166, 322)
(553, 763)
(509, 686)
(123, 863)
(507, 600)
(841, 774)
(297, 56)
(245, 724)
(833, 983)
(356, 35)
(353, 329)
(514, 133)
(613, 346)
(73, 605)
(209, 270)
(748, 23)
(100, 535)
(953, 77)
(484, 276)
(105, 83)
(627, 854)
(939, 357)
(323, 557)
(87, 779)
(315, 199)
(846, 952)
(16, 802)
(338, 912)
(672, 191)
(37, 790)
(700, 174)
(122, 216)
(906, 25)
(611, 640)
(28, 275)
(502, 201)
(669, 280)
(183, 834)
(229, 156)
(156, 145)
(503, 889)
(952, 242)
(466, 829)
(973, 546)
(440, 664)
(637, 186)
(152, 620)
(140, 949)
(249, 270)
(273, 123)
(608, 414)
(218, 840)
(910, 610)
(183, 543)
(318, 166)
(732, 643)
(401, 323)
(62, 839)
(149, 160)
(215, 544)
(54, 290)
(681, 321)
(118, 585)
(608, 797)
(643, 46)
(463, 545)
(848, 869)
(755, 454)
(404, 716)
(466, 261)
(544, 859)
(680, 732)
(944, 321)
(923, 37)
(933, 189)
(882, 535)
(456, 867)
(920, 543)
(892, 499)
(659, 581)
(407, 750)
(847, 531)
(397, 823)
(159, 65)
(65, 911)
(713, 571)
(430, 585)
(362, 350)
(266, 879)
(771, 387)
(654, 767)
(947, 137)
(886, 144)
(801, 700)
(912, 257)
(731, 856)
(568, 16)
(342, 859)
(581, 632)
(313, 614)
(49, 199)
(103, 34)
(181, 867)
(923, 472)
(289, 168)
(77, 9)
(598, 837)
(720, 876)
(473, 280)
(110, 747)
(420, 934)
(324, 324)
(160, 900)
(971, 802)
(802, 799)
(821, 688)
(187, 573)
(921, 62)
(282, 30)
(10, 88)
(515, 276)
(871, 112)
(403, 976)
