(528458, 972565)
(515102, 357681)
(570259, 125879)
(920775, 205838)
(258774, 370175)
(669230, 963973)
(189620, 821622)
(730481, 229022)
(216772, 300431)
(831224, 666900)
(675106, 271654)
(601991, 731102)
(875971, 857185)
(985262, 845049)
(986996, 450573)
(740589, 825610)
(884509, 670345)
(306217, 608257)
(172595, 261589)
(387917, 434863)
(554286, 137955)
(845540, 321614)
(833787, 192766)
(924640, 493628)
(297051, 881160)
(677881, 581856)
(998823, 962127)
(262982, 318948)
(701075, 315449)
(817450, 427926)
(315373, 869611)
(605965, 358003)
(967173, 718039)
(983762, 875335)
(354801, 223402)
(935191, 333651)
(964384, 322692)
(765451, 773778)
(777643, 786717)
(228934, 468154)
(811209, 703617)
(702608, 476542)
(845764, 870260)
(198956, 265215)
(642124, 956655)
(245337, 882489)
(107509, 878509)
(573385, 523724)
(599093, 644553)
(596148, 312141)
(904773, 274533)
(366754, 907911)
(347740, 123889)
(168572, 890981)
(685607, 513401)
(411822, 925585)
(132693, 218643)
(804169, 129963)
(228961, 402480)
(345031, 186913)
(148936, 292367)
(473757, 919181)
(736655, 627896)
(902035, 266085)
(502709, 407060)
(383100, 100265)
(696338, 137762)
(911182, 642986)
(534446, 846770)
(426512, 814727)
(229952, 942176)
(599286, 329886)
(314041, 209197)
(408192, 144176)
(494606, 429585)
(229559, 858095)
(162576, 546734)
(713524, 803820)
(999242, 771209)
(251063, 719026)
(363792, 409565)
(884037, 634063)
(141345, 329773)
(836657, 700798)
(700541, 684818)
(463434, 509392)
(667736, 401859)
(326345, 757608)
(453225, 384385)
(404836, 783038)
(531059, 660408)
(413039, 574180)
(706000, 457930)
(259988, 457583)
(333589, 373629)
(693624, 407422)
(253635, 839413)
(123478, 328759)
(235660, 172494)
(101994, 945742)
(354564, 648079)
(651742, 733220)
(639860, 262449)
(488820, 147131)
(259404, 855333)
(937257, 944812)
(527549, 632160)
(621956, 222488)
(868269, 991849)
(412080, 732268)
(731961, 213320)
(971124, 616670)
(215459, 444738)
(769672, 593225)
(514173, 600256)
(451399, 886772)
(657201, 495203)
(501220, 249218)
(250731, 782839)
(554612, 980485)
(472952, 287882)
(372995, 604387)
(656405, 615890)
(648347, 203805)
(523409, 159036)
(653680, 238115)
(798971, 141605)
(786079, 590209)
(371173, 156865)
(853836, 306169)
(787292, 973216)
(937977, 175570)
(408784, 880700)
(596510, 804111)
(840905, 580794)
(365715, 818676)
(588542, 609381)
(762779, 977791)
(331783, 664690)
(995072, 434610)
(496398, 683019)
(129529, 909380)
(990016, 508095)
(749249, 545175)
(676813, 346577)
(351364, 730165)
(724707, 206935)
(604517, 314754)
(875124, 474897)
(213937, 953938)
(355898, 489480)
(297411, 648596)
(111272, 146854)
(153827, 240610)
(411165, 772387)
(908862, 704406)
(892197, 783268)
(560613, 753686)
(178017, 260918)
(714190, 287121)
(480495, 590017)
(738766, 348429)
(322269, 264214)
(589620, 537488)
(190504, 684177)
(413328, 296772)
(996807, 157183)
(333520, 757109)
(141476, 291543)
(171085, 713162)
