(719793, 316927)
(693324, 365220)
(908043, 339087)
(885157, 167544)
(548824, 846543)
(826449, 700629)
(684136, 692422)
(580819, 603670)
(129376, 582653)
(453158, 672530)
(492802, 136595)
(505526, 653474)
(346612, 546179)
(799326, 643548)
(286810, 255362)
(274377, 810406)
(232820, 469511)
(138879, 858800)
(293844, 109137)
(534217, 496160)
(150065, 658481)
(683213, 151641)
(224754, 178683)
(832122, 330041)
(521206, 102790)
(645830, 450918)
(367652, 381732)
(217875, 508155)
(196555, 871486)
(103842, 611506)
(934082, 601726)
(289971, 612582)
(799759, 246563)
(696048, 567239)
(716088, 556559)
(240141, 816063)
(837000, 325390)
(807466, 532965)
(429008, 466486)
(547642, 362554)
(121606, 968912)
(603440, 420786)
(150217, 211729)
(911517, 609115)
(322277, 548325)
(182590, 148603)
(456133, 858628)
(613779, 655727)
(369566, 385865)
(425895, 485259)
(494551, 546028)
(301864, 505325)
(725344, 436327)
(874864, 629921)
(642045, 555698)
(142782, 797607)
(125445, 469195)
(374081, 898622)
(693913, 912631)
(616644, 631903)
(838670, 223080)
(943942, 757384)
(138380, 442451)
(937514, 214641)
(225412, 708918)
(850596, 172245)
(433837, 479879)
(801190, 733256)
(551007, 224317)
(123532, 927072)
(669462, 387085)
(229977, 144063)
(615802, 871593)
(965131, 907711)
(317013, 568479)
(779071, 526872)
(917536, 588310)
(738988, 172982)
(429695, 966692)
(440965, 128366)
(785153, 630530)
(106625, 846451)
(752805, 314825)
(647176, 870800)
(761141, 511014)
(892433, 875559)
(929021, 645619)
(465266, 821674)
(309067, 326449)
(240326, 630258)
(504383, 369732)
(951815, 383116)
(729879, 701528)
(846297, 725747)
(959150, 748496)
(424728, 555783)
(439718, 744126)
(629322, 547944)
(470190, 176098)
(874098, 955654)
(344874, 196426)
(630432, 412016)
(566574, 547994)
(851222, 207690)
(590439, 324543)
(156103, 238865)
(958569, 881708)
(678977, 473314)
(981746, 347064)
(568264, 750188)
(147539, 621416)
(129778, 384280)
(210539, 339660)
(552306, 146992)
(894374, 458815)
(925806, 238960)
(267290, 134054)
(632583, 367551)
(955052, 610074)
(915213, 118523)
(179095, 418632)
(314620, 486073)
(754143, 998958)
(159603, 543970)
(667292, 282299)
(284890, 426709)
(105753, 413985)
(641151, 496267)
(142213, 886115)
(394097, 333940)
(537465, 826101)
(834338, 130423)
(746633, 297033)
(207073, 387561)
(505997, 664005)
(940032, 186600)
(851107, 286977)
(184647, 968292)
(109018, 657906)
(347341, 384211)
(302138, 533643)
(830555, 931592)
(397961, 737637)
(507180, 665879)
(286462, 901873)
(196468, 803387)
(974516, 878673)
(272437, 533168)
(435048, 844442)
(794090, 214528)
