(506, 852)
(397, 888)
(574, 773)
(277, 328)
(56, 433)
(736, 260)
(288, 295)
(387, 365)
(695, 395)
(853, 667)
(118, 296)
(491, 532)
(339, 320)
(755, 715)
(494, 940)
(595, 938)
(168, 688)
(912, 48)
(982, 956)
(793, 596)
(766, 291)
(749, 974)
(798, 873)
(29, 198)
(996, 257)
(820, 707)
(5, 917)
(14, 436)
(346, 998)
(757, 17)
(645, 238)
(634, 208)
(663, 412)
(905, 396)
(594, 655)
(81, 348)
(688, 889)
(454, 732)
(935, 136)
(664, 388)
(514, 19)
(32, 127)
(719, 808)
(392, 232)
(226, 806)
(637, 144)
(607, 804)
(510, 360)
(540, 47)
(751, 290)
(394, 678)
(701, 818)
(26, 579)
(638, 183)
(601, 97)
(309, 589)
(379, 882)
(990, 406)
(143, 41)
(461, 847)
(16, 819)
(848, 612)
(305, 564)
(893, 845)
(270, 873)
(928, 700)
(31, 709)
(173, 593)
(381, 592)
(555, 366)
(290, 320)
(851, 190)
(92, 957)
(409, 925)
(531, 987)
(595, 202)
(893, 501)
(627, 353)
(110, 779)
(580, 268)
(942, 944)
(930, 460)
(626, 710)
(291, 786)
(547, 980)
(690, 193)
(567, 967)
(202, 436)
(134, 568)
(745, 677)
(115, 817)
(546, 492)
(459, 824)
(754, 90)
(806, 126)
(895, 537)
(290, 864)
(666, 698)
(248, 185)
(505, 247)
(641, 723)
(125, 843)
(500, 274)
(902, 224)
(715, 202)
(562, 110)
(182, 689)
(403, 25)
(235, 76)
(737, 975)
(97, 731)
(241, 54)
(997, 376)
(386, 558)
(80, 495)
(642, 44)
(517, 346)
(109, 815)
(98, 625)
(591, 992)
(273, 552)
(490, 613)
(133, 747)
(702, 391)
(289, 470)
(24, 630)
(710, 875)
(254, 502)
(537, 393)
(935, 55)
(918, 556)
(634, 465)
(728, 379)
(126, 796)
(392, 290)
(650, 821)
(893, 25)
(353, 982)
(800, 822)
(926, 714)
(945, 16)
(373, 19)
(599, 396)
(207, 747)
(70, 251)
(426, 355)
(643, 72)
(188, 206)
(578, 407)
(303, 57)
